subscription_id,user_id,plan,started_ts,cancelled_ts,mrr_usd
02543a3b,3550,plus_monthly,2025-11-16T07:50:00,,9.99
820abcad,3552,plus_monthly,2025-11-17T10:42:00,,9.99
8fcbb116,3577,pro_annual,2025-11-17T09:50:00,,6.99
4f17adf6,3594,plus_monthly,2025-11-17T02:43:00,,9.99
b8af1b4e,3603,pro_annual,2025-11-18T20:53:00,,6.99
73f1101c,3632,plus_monthly,2025-11-28T22:14:00,,9.99
5a0701f7,3646,pro_annual,2025-11-26T14:32:00,,6.99
32e7b6be,3650,pro_annual,2025-11-22T21:23:00,,6.99
bbb849a9,3712,plus_monthly,2025-11-28T16:09:00,,9.99
aba78fbd,3736,plus_monthly,2025-11-21T01:29:00,,9.99
72770c46,3749,pro_annual,2025-11-23T00:19:00,,6.99
dd86fcc2,3771,pro_annual,2025-11-29T15:26:00,,6.99
bb291703,3804,plus_monthly,2025-11-23T23:19:00,,9.99
051a27dc,3833,pro_annual,2025-11-29T23:21:00,,6.99
7a014333,3850,pro_annual,2025-11-25T11:40:00,,6.99
4d098f3b,3857,plus_monthly,2025-11-27T07:41:00,,9.99
a4cde40a,3871,pro_annual,2025-11-26T03:55:00,,6.99
d64ba06b,3894,pro_annual,2025-11-27T19:13:00,,6.99
0b826d08,3896,plus_monthly,2025-11-27T02:07:00,,9.99
