user_id,signup_ts,country,acquisition_channel,native_language,learning_language
907,2025-07-29T07:32:00,de,app_store,English,Japanese
908,2025-07-29T22:09:00,IN,social,English,French
909,2025-07-29T11:54:00,de,organic,English,Japanese
910,2025-07-29T03:31:00,JP,organic,English,Spanish
911,2025-07-29T21:08:00,JP,app_store,English,Italian
912,2025-07-29T02:44:00,MX,organic,English,Japanese
913,2025-07-29T13:20:00,MX,organic,English,French
914,2025-07-29T13:59:00,DE,paid_search,English,French
915,2025-07-29T06:07:00,JP,app_store,English,English
916,2025-07-29T09:49:00,BR,social,English,Japanese
917,2025-07-29T17:36:00,Pl,social,English,Italian
918,2025-07-29T17:05:00,Pl,organic,English,Japanese
919,2025-07-29T05:29:00,GB,paid_search,English,English
920,2025-07-29T04:36:00,de,referral,English,Italian
921,2025-07-29T07:54:00,de,paid_search,English,Spanish
922,2025-07-29T19:39:00,ES,organic,English,English
923,2025-07-30T18:05:00,MX,referral,English,Japanese
924,2025-07-30T11:14:00,BR,organic,English,Italian
925,2025-07-30T18:39:00,FR,organic,English,Japanese
926,2025-07-30T01:45:00,FR,organic,English,Italian
927,2025-07-30T21:29:00,FR,social,English,Italian
928,2025-07-30T06:52:00,br,app_store,English,French
929,2025-07-30T13:19:00,us,organic,English,French
930,2025-07-30T17:35:00,FR,paid_search,English,German
931,2025-07-30T07:24:00,DE,organic,English,English
932,2025-07-30T00:36:00,IN,organic,English,German
933,2025-07-30T09:03:00,GB,organic,English,French
934,2025-07-30T23:07:00,de,social,English,English
935,2025-07-30T07:11:00,us,organic,English,Japanese
936,2025-07-30T22:40:00,Pl,paid_search,English,German
937,2025-07-30T05:58:00,GB,social,English,German
938,2025-07-30T22:47:00,JP,referral,English,French
939,2025-07-30T02:49:00,ES,social,English,Japanese
940,2025-07-30T14:51:00,JP,social,English,German
941,2025-07-31T03:50:00,DE,organic,English,French
942,2025-07-31T19:26:00,BR,referral,English,French
943,2025-07-31T08:04:00,FR,paid_search,English,German
944,2025-07-31T04:08:00,JP,paid_search,English,Italian
945,2025-07-31T00:31:00,FR,referral,English,English
946,2025-07-31T17:05:00,br,app_store,English,Japanese
947,2025-07-31T00:36:00,FR,social,English,Italian
948,2025-07-31T05:13:00,PL,social,English,Spanish
949,2025-07-31T18:49:00,FR,organic,English,Italian
950,2025-07-31T04:27:00,MX,paid_search,English,German
951,2025-07-31T22:23:00,UK,app_store,English,French
952,2025-07-31T09:57:00,IN,paid_search,English,English
953,2025-07-31T06:05:00,US,organic,English,German
954,2025-07-31T04:56:00,de,organic,English,Spanish
955,2025-07-31T16:45:00,MX,social,English,Spanish
956,2025-07-31T13:19:00,JP,social,English,German
957,2025-07-31T00:56:00,DE,organic,English,French
958,2025-07-31T17:35:00,FR,paid_search,English,Japanese
959,2025-08-01T15:09:00,ES,social,English,Spanish
960,2025-08-01T06:59:00,IN,organic,English,French
961,2025-08-01T07:48:00,MX,paid_search,English,French
962,2025-08-01T04:41:00,US,paid_search,English,French
963,2025-08-01T14:41:00,de,paid_search,English,English
964,2025-08-01T21:32:00,PL,organic,English,French
965,2025-08-01T12:45:00,UK,organic,English,English
966,2025-08-01T18:02:00,us,organic,English,Japanese
967,2025-08-01T11:59:00,DE,referral,English,Spanish
968,2025-08-01T15:02:00,ES,social,English,Italian
969,2025-08-01T20:17:00,DE,organic,English,Spanish
970,2025-08-01T07:21:00,br,organic,English,Spanish
971,2025-08-01T07:02:00,ES,organic,English,Spanish
972,2025-08-01T21:27:00,GB,app_store,English,Spanish
973,2025-08-01T22:08:00,MX,social,English,Spanish
974,2025-08-01T01:41:00,JP,organic,English,Spanish
975,2025-08-01T12:04:00,de,app_store,English,Japanese
976,2025-08-01T16:10:00,JP,app_store,English,Italian
977,2025-08-02T16:20:00,ES,referral,English,Spanish
978,2025-08-02T08:41:00,GB,paid_search,English,Japanese
979,2025-08-02T18:15:00,MX,paid_search,English,Italian
980,2025-08-02T00:03:00,de,social,English,Spanish
981,2025-08-02T20:08:00,DE,organic,English,French
982,2025-08-02T14:01:00,DE,social,English,Japanese
983,2025-08-02T15:45:00,pl ,paid_search,English,Japanese
984,2025-08-02T13:09:00,us,social,English,English
985,2025-08-02T22:48:00,FR,social,English,English
986,2025-08-02T22:50:00,BR,organic,English,French
987,2025-08-02T05:06:00, US,organic,English,Spanish
988,2025-08-02T16:58:00,de,paid_search,English,Italian
989,2025-08-02T20:44:00,DE,organic,English,German
990,2025-08-02T06:04:00,IN,organic,English,French
991,2025-08-02T19:02:00,br,social,English,French
992,2025-08-02T18:48:00,de,organic,English,Italian
993,2025-08-02T15:20:00,pl ,paid_search,English,French
994,2025-08-02T03:31:00,DE,organic,English,Spanish
995,2025-08-02T03:26:00, US,organic,English,French
996,2025-08-02T17:19:00,FR,referral,English,English
997,2025-08-02T17:55:00,br,organic,English,French
998,2025-08-02T13:17:00,IN,referral,English,German
999,2025-08-02T21:18:00,JP,app_store,English,German
1000,2025-08-03T13:24:00,BR,paid_search,English,Italian
1001,2025-08-03T06:48:00,US,organic,English,Spanish
1002,2025-08-03T13:11:00,PL,organic,English,Spanish
1003,2025-08-03T07:04:00,JP,paid_search,English,English
1004,2025-08-03T01:13:00,FR,organic,English,English
1005,2025-08-03T08:57:00,GB,app_store,English,Spanish
1006,2025-08-03T14:10:00,FR,social,English,Japanese
1007,2025-08-03T16:33:00,br,paid_search,English,German
1008,2025-08-03T03:19:00,br,social,English,Spanish
1009,2025-08-03T00:02:00,ES,organic,English,French
1010,2025-08-03T04:50:00,de,social,English,Spanish
1011,2025-08-03T00:05:00,ES,paid_search,English,German
1012,2025-08-03T14:43:00,FR,paid_search,English,Japanese
1013,2025-08-03T05:29:00,ES,app_store,English,German
1014,2025-08-03T22:29:00,UK,organic,English,German
1015,2025-08-03T22:28:00,DE,organic,English,English
1016,2025-08-03T02:43:00,MX,organic,English,English
1017,2025-08-03T04:01:00,us,organic,English,Japanese
1018,2025-08-03T22:48:00,de,paid_search,English,Italian
1019,2025-08-03T10:17:00,JP,organic,English,French
1020,2025-08-03T20:06:00,GB,organic,English,Spanish
1021,2025-08-03T00:58:00,FR,social,English,German
1022,2025-08-03T19:33:00,de,referral,English,English
1023,2025-08-04T02:50:00,ES,paid_search,English,Japanese
1024,2025-08-04T01:56:00,pl ,organic,English,French
1025,2025-08-04T05:27:00,us,organic,English,German
1026,2025-08-04T13:52:00,br,paid_search,English,French
1027,2025-08-04T08:44:00,de,organic,English,French
1028,2025-08-04T16:30:00,DE,social,English,Italian
1029,2025-08-04T14:52:00,de,organic,English,English
1030,2025-08-04T12:06:00, US,organic,English,Spanish
1031,2025-08-04T11:17:00,pl ,paid_search,English,English
1032,2025-08-04T13:40:00,ES,social,English,English
1033,2025-08-04T04:20:00,FR,paid_search,English,English
1034,2025-08-04T03:18:00,br,social,English,French
1035,2025-08-04T15:23:00,FR,paid_search,English,Spanish
1036,2025-08-04T21:31:00,US,referral,English,Spanish
1037,2025-08-04T08:30:00,de,organic,English,German
1038,2025-08-04T21:31:00,JP,app_store,English,German
1039,2025-08-04T06:08:00, US,app_store,English,Japanese
1040,2025-08-04T12:12:00,br,paid_search,English,Italian
1041,2025-08-05T22:31:00,MX,organic,English,German
1042,2025-08-05T03:23:00,IN,app_store,English,Italian
1043,2025-08-05T00:14:00,JP,app_store,English,Italian
1044,2025-08-05T01:43:00,IN,social,English,Spanish
1045,2025-08-05T15:51:00,ES,referral,English,Spanish
1046,2025-08-05T12:29:00,ES,referral,English,English
1047,2025-08-05T19:24:00,IN,organic,English,Japanese
1048,2025-08-05T12:43:00,IN,social,English,Spanish
1049,2025-08-05T03:32:00,MX,organic,English,Japanese
1050,2025-08-05T07:37:00,ES,social,English,French
1051,2025-08-05T18:42:00,US,referral,English,French
1052,2025-08-05T11:20:00,IN,social,English,Spanish
1053,2025-08-05T08:09:00,ES,paid_search,English,Italian
1054,2025-08-05T20:52:00, US,referral,English,English
1055,2025-08-05T13:10:00,UK,app_store,English,German
1056,2025-08-05T17:04:00,PL,organic,English,Japanese
1057,2025-08-05T07:26:00,ES,paid_search,English,Spanish
1058,2025-08-05T06:45:00,FR,organic,English,French
1059,2025-08-06T08:06:00,IN,organic,English,English
1060,2025-08-06T16:41:00, US,organic,English,English
1061,2025-08-06T00:41:00,IN,paid_search,English,Japanese
1062,2025-08-06T00:02:00,US,social,English,English
1063,2025-08-06T22:11:00,Pl,organic,English,Spanish
1064,2025-08-06T06:27:00,GB,organic,English,Italian
1065,2025-08-06T06:43:00,FR,social,English,Italian
1066,2025-08-06T14:23:00,US,organic,English,Italian
1067,2025-08-06T19:26:00,MX,paid_search,English,Italian
1068,2025-08-06T11:24:00,BR,paid_search,English,Japanese
1069,2025-08-06T19:25:00,IN,app_store,English,English
1070,2025-08-06T13:17:00,pl ,social,English,Spanish
1071,2025-08-06T21:33:00,IN,social,English,French
1072,2025-08-06T05:40:00,GB,organic,English,Italian
1073,2025-08-06T11:17:00,JP,organic,English,Japanese
1074,2025-08-06T20:31:00,MX,organic,English,Japanese
1075,2025-08-06T19:13:00,br,social,English,German
1076,2025-08-06T09:51:00,FR,paid_search,English,English
1077,2025-08-07T09:00:00,br,social,English,Japanese
1078,2025-08-07T13:44:00,us,referral,English,Japanese
1079,2025-08-07T11:16:00,JP,app_store,English,Japanese
1080,2025-08-07T02:59:00,GB,app_store,English,English
1081,2025-08-07T18:54:00,IN,organic,English,Japanese
1082,2025-08-07T13:48:00, US,paid_search,English,Japanese
1083,2025-08-07T20:06:00,IN,organic,English,Italian
1084,2025-08-07T23:25:00,br,organic,English,Spanish
1085,2025-08-07T20:58:00,FR,organic,English,German
1086,2025-08-07T00:01:00,MX,organic,English,German
1087,2025-08-07T16:17:00,JP,organic,English,Italian
1088,2025-08-07T14:48:00,GB,organic,English,German
1089,2025-08-07T17:32:00,IN,referral,English,German
1090,2025-08-07T03:19:00,pl ,paid_search,English,German
1091,2025-08-07T23:09:00,MX,referral,English,Spanish
1092,2025-08-07T20:38:00,ES,organic,English,Japanese
1093,2025-08-07T12:16:00,DE,social,English,English
1094,2025-08-07T12:55:00,ES,social,English,German
1095,2025-08-07T12:42:00,br,app_store,English,Japanese
1096,2025-08-08T04:17:00,IN,referral,English,English
1097,2025-08-08T20:00:00,GB,referral,English,French
1098,2025-08-08T04:45:00,FR,organic,English,French
1099,2025-08-08T21:26:00,FR,organic,English,Japanese
1100,2025-08-08T03:49:00,FR,organic,English,Italian
1101,2025-08-08T03:04:00,GB,social,English,Italian
1102,2025-08-08T09:35:00,JP,app_store,English,Italian
1103,2025-08-08T19:59:00,IN,paid_search,English,German
1104,2025-08-08T18:23:00,GB,referral,English,Spanish
1105,2025-08-08T05:48:00,FR,organic,English,French
1106,2025-08-08T11:59:00,us,referral,English,English
1107,2025-08-08T22:14:00,FR,organic,English,German
1108,2025-08-08T03:00:00,pl ,organic,English,German
1109,2025-08-08T18:00:00,MX,organic,English,French
1110,2025-08-08T14:11:00,PL,social,English,French
1111,2025-08-08T07:31:00,FR,referral,English,Japanese
1112,2025-08-08T14:34:00,MX,organic,English,Italian
1113,2025-08-08T03:50:00,FR,app_store,English,French
1114,2025-08-08T14:14:00,BR,paid_search,English,Spanish
1115,2025-08-09T09:40:00,IN,paid_search,English,Italian
1116,2025-08-09T04:40:00,IN,social,English,Spanish
1117,2025-08-09T04:06:00,de,paid_search,English,English
1118,2025-08-09T09:28:00,UK,organic,English,Japanese
1119,2025-08-09T01:12:00,IN,referral,English,Japanese
1120,2025-08-09T15:16:00,br,referral,English,Spanish
1121,2025-08-09T04:26:00,JP,social,English,Spanish
1122,2025-08-09T08:14:00,pl ,organic,English,German
1123,2025-08-09T18:17:00,IN,organic,English,English
1124,2025-08-09T12:12:00,FR,organic,English,English
1125,2025-08-09T12:09:00, US,referral,English,German
1126,2025-08-09T01:13:00,BR,app_store,English,German
1127,2025-08-09T05:40:00,IN,organic,English,French
1128,2025-08-09T08:12:00,ES,organic,English,English
1129,2025-08-09T02:34:00,FR,organic,English,English
1130,2025-08-09T17:17:00,JP,organic,English,English
1131,2025-08-09T18:52:00,GB,paid_search,English,French
1132,2025-08-09T06:52:00,PL,social,English,Spanish
1133,2025-08-09T23:25:00,de,organic,English,German
1134,2025-08-09T02:35:00,GB,app_store,English,Japanese
1135,2025-08-09T08:22:00,JP,organic,English,French
1136,2025-08-09T14:05:00,JP,paid_search,English,French
1137,2025-08-09T23:25:00,GB,organic,English,French
1138,2025-08-10T00:02:00,ES,referral,English,German
1139,2025-08-10T05:25:00,us,social,English,Japanese
1140,2025-08-10T01:09:00,us,social,English,French
1141,2025-08-10T10:52:00,IN,referral,English,Italian
1142,2025-08-10T18:57:00,de,social,English,English
1143,2025-08-10T21:49:00,IN,social,English,German
1144,2025-08-10T19:56:00,IN,paid_search,English,Spanish
1145,2025-08-10T13:30:00,JP,referral,English,Spanish
1146,2025-08-10T17:49:00,ES,social,English,English
1147,2025-08-10T14:14:00,MX,social,English,Spanish
1148,2025-08-10T13:56:00,GB,paid_search,English,English
1149,2025-08-10T13:54:00,JP,app_store,English,French
1150,2025-08-10T06:28:00,Pl,social,English,Italian
1151,2025-08-10T15:12:00,ES,organic,English,Spanish
1152,2025-08-10T19:30:00,IN,organic,English,Spanish
1153,2025-08-10T04:15:00,UK,organic,English,English
1154,2025-08-10T04:51:00,BR,paid_search,English,Italian
1155,2025-08-10T03:45:00,ES,paid_search,English,German
1156,2025-08-10T11:15:00,FR,organic,English,Spanish
1157,2025-08-10T05:09:00,MX,app_store,English,German
1158,2025-08-10T09:05:00,FR,organic,English,Italian
1159,2025-08-10T10:47:00, US,organic,English,Japanese
1160,2025-08-10T15:17:00,pl ,app_store,English,German
1161,2025-08-11T09:40:00,MX,referral,English,German
1162,2025-08-11T08:29:00,GB,organic,English,Italian
1163,2025-08-11T18:06:00,IN,organic,English,English
1164,2025-08-11T20:16:00,ES,organic,English,English
1165,2025-08-11T12:41:00,FR,app_store,English,English
1166,2025-08-11T03:55:00,BR,social,English,Spanish
1167,2025-08-11T16:19:00,PL,organic,English,Spanish
1168,2025-08-11T13:07:00,de,social,English,German
1169,2025-08-11T15:24:00,GB,organic,English,French
1170,2025-08-11T04:04:00,PL,organic,English,French
1171,2025-08-11T01:09:00,us,social,English,Japanese
1172,2025-08-11T22:15:00,JP,paid_search,English,Italian
1173,2025-08-11T03:52:00,IN,organic,English,Japanese
1174,2025-08-11T10:18:00,GB,paid_search,English,Spanish
1175,2025-08-11T03:41:00,Pl,social,English,English
1176,2025-08-11T15:06:00,ES,organic,English,Japanese
1177,2025-08-11T17:22:00,br,organic,English,Spanish
1178,2025-08-11T19:56:00,FR,social,English,Japanese
1179,2025-08-11T10:37:00,ES,paid_search,English,Japanese
1180,2025-08-12T06:17:00,ES,paid_search,English,Italian
1181,2025-08-12T23:02:00,JP,social,English,German
1182,2025-08-12T08:40:00,Pl,social,English,Japanese
1183,2025-08-12T14:02:00, US,paid_search,English,German
1184,2025-08-12T15:42:00,UK,organic,English,French
1185,2025-08-12T10:30:00,BR,organic,English,English
1186,2025-08-12T10:36:00,FR,organic,English,German
1187,2025-08-12T03:26:00,IN,social,English,German
1188,2025-08-12T00:28:00, US,social,English,Spanish
1189,2025-08-12T08:13:00, US,organic,English,French
1190,2025-08-12T00:15:00,BR,paid_search,English,Japanese
1191,2025-08-12T08:50:00,DE,organic,English,Italian
1192,2025-08-12T13:59:00,de,organic,English,German
1193,2025-08-12T22:08:00,DE,paid_search,English,German
1194,2025-08-12T12:54:00,GB,paid_search,English,Italian
1195,2025-08-12T23:13:00,PL,app_store,English,Spanish
1196,2025-08-12T19:55:00,IN,organic,English,Japanese
1197,2025-08-12T20:39:00,DE,paid_search,English,Japanese
1198,2025-08-12T22:56:00,IN,organic,English,Japanese
1199,2025-08-13T09:52:00,US,organic,English,German
1200,2025-08-13T17:48:00,de,paid_search,English,Italian
1201,2025-08-13T08:30:00,de,referral,English,German
1202,2025-08-13T12:32:00,IN,referral,English,Spanish
1203,2025-08-13T00:28:00,br,organic,English,English
1204,2025-08-13T09:10:00,BR,paid_search,English,English
1205,2025-08-13T09:39:00,br,organic,English,German
1206,2025-08-13T20:10:00,IN,app_store,English,German
1207,2025-08-13T04:18:00,us,paid_search,English,Italian
1208,2025-08-13T02:08:00,IN,app_store,English,Japanese
1209,2025-08-13T18:35:00,BR,organic,English,Japanese
1210,2025-08-13T11:04:00,JP,organic,English,French
1211,2025-08-13T15:24:00,pl ,organic,English,German
1212,2025-08-13T22:11:00, US,social,English,French
1213,2025-08-13T04:12:00,IN,organic,English,English
1214,2025-08-13T02:52:00,UK,organic,English,Spanish
1215,2025-08-13T08:57:00,ES,app_store,English,Italian
1216,2025-08-13T02:04:00,GB,app_store,English,Japanese
1217,2025-08-13T22:40:00,DE,organic,English,German
1218,2025-08-14T12:07:00,FR,social,English,English
1219,2025-08-14T22:20:00,pl ,paid_search,English,Spanish
1220,2025-08-14T03:11:00,JP,organic,English,German
1221,2025-08-14T22:34:00,JP,paid_search,English,Spanish
1222,2025-08-14T04:34:00,GB,organic,English,English
1223,2025-08-14T15:08:00, US,social,English,German
1224,2025-08-14T02:35:00,FR,paid_search,English,German
1225,2025-08-14T05:00:00,pl ,organic,English,German
1226,2025-08-14T03:28:00,PL,app_store,English,English
1227,2025-08-14T23:32:00,IN,organic,English,German
1228,2025-08-14T07:00:00,IN,organic,English,French
1229,2025-08-14T02:50:00,JP,organic,English,German
1230,2025-08-14T04:38:00,de,organic,English,English
1231,2025-08-14T09:14:00,IN,paid_search,English,Japanese
1232,2025-08-14T01:29:00,de,organic,English,Spanish
1233,2025-08-14T14:17:00,PL,organic,English,French
1234,2025-08-14T13:02:00,MX,paid_search,English,French
1235,2025-08-14T15:15:00,br,organic,English,German
1236,2025-08-14T17:53:00,FR,organic,English,French
1237,2025-08-15T07:25:00,ES,social,English,English
1238,2025-08-15T22:26:00,pl ,social,English,Japanese
1239,2025-08-15T15:54:00,ES,paid_search,English,French
1240,2025-08-15T18:38:00,FR,paid_search,English,Italian
1241,2025-08-15T01:23:00,de,referral,English,French
1242,2025-08-15T09:02:00,br,paid_search,English,Japanese
1243,2025-08-15T16:08:00,UK,paid_search,English,English
1244,2025-08-15T06:39:00,BR,organic,English,German
1245,2025-08-15T01:43:00,FR,app_store,English,French
1246,2025-08-15T04:32:00,JP,paid_search,English,Japanese
1247,2025-08-15T07:50:00,IN,organic,English,French
1248,2025-08-15T02:23:00,MX,referral,English,German
1249,2025-08-15T17:42:00,MX,organic,English,German
1250,2025-08-15T05:07:00,BR,organic,English,Italian
1251,2025-08-15T16:48:00,UK,organic,English,Italian
1252,2025-08-15T09:38:00,FR,paid_search,English,English
1253,2025-08-15T02:01:00,de,social,English,German
1254,2025-08-15T13:03:00,ES,paid_search,English,Spanish
1255,2025-08-15T08:20:00,DE,social,English,Spanish
1256,2025-08-16T11:32:00,FR,app_store,English,French
1257,2025-08-16T00:37:00,BR,organic,English,Spanish
1258,2025-08-16T02:44:00,ES,referral,English,Italian
1259,2025-08-16T04:09:00,ES,organic,English,French
1260,2025-08-16T14:08:00,pl ,social,English,Japanese
1261,2025-08-16T10:17:00,MX,social,English,German
1262,2025-08-16T11:18:00,BR,organic,English,English
1263,2025-08-16T17:03:00,MX,app_store,English,Italian
1264,2025-08-16T12:18:00,ES,referral,English,French
1265,2025-08-16T18:36:00,IN,social,English,Japanese
1266,2025-08-16T06:52:00,FR,referral,English,Japanese
1267,2025-08-16T07:31:00,MX,app_store,English,German
1268,2025-08-16T19:35:00,br,organic,English,German
1269,2025-08-16T14:09:00,MX,paid_search,English,Italian
1270,2025-08-16T13:47:00,ES,app_store,English,Japanese
1271,2025-08-16T18:37:00,GB,paid_search,English,German
1272,2025-08-16T12:20:00,DE,paid_search,English,Spanish
1273,2025-08-16T18:42:00,IN,social,English,Japanese
1274,2025-08-16T00:31:00,FR,organic,English,Spanish
1275,2025-08-16T12:28:00,FR,organic,English,Spanish
1276,2025-08-16T02:41:00, US,paid_search,English,German
1277,2025-08-16T05:29:00,MX,paid_search,English,Japanese
1278,2025-08-16T11:43:00,ES,organic,English,Japanese
1279,2025-08-16T21:02:00,ES,paid_search,English,Spanish
1280,2025-08-17T04:39:00,pl ,organic,English,Japanese
1281,2025-08-17T07:23:00,IN,social,English,Spanish
1282,2025-08-17T17:01:00,Pl,paid_search,English,German
1283,2025-08-17T11:53:00,JP,social,English,English
1284,2025-08-17T23:15:00,FR,social,English,French
1285,2025-08-17T13:20:00,de,app_store,English,English
1286,2025-08-17T16:53:00,JP,social,English,Italian
1287,2025-08-17T21:41:00,DE,app_store,English,German
1288,2025-08-17T19:39:00,MX,organic,English,Spanish
1289,2025-08-17T01:56:00,DE,organic,English,German
1290,2025-08-17T23:33:00,UK,organic,English,English
1291,2025-08-17T12:55:00,MX,referral,English,Spanish
1292,2025-08-17T04:53:00,JP,organic,English,Spanish
1293,2025-08-17T19:50:00,US,social,English,Spanish
1294,2025-08-17T21:45:00,GB,organic,English,French
1295,2025-08-17T10:44:00,BR,social,English,French
1296,2025-08-17T01:26:00,FR,organic,English,Japanese
1297,2025-08-17T02:11:00,BR,organic,English,Italian
1298,2025-08-17T23:15:00,de,organic,English,French
1299,2025-08-17T17:20:00,us,organic,English,Spanish
1300,2025-08-17T20:42:00,br,organic,English,English
1301,2025-08-17T09:15:00,br,organic,English,English
1302,2025-08-17T17:23:00,ES,organic,English,Italian
1303,2025-08-17T04:29:00,BR,referral,English,German
1304,2025-08-18T15:39:00,br,referral,English,Italian
1305,2025-08-18T11:27:00,de,social,English,German
1306,2025-08-18T10:51:00,PL,organic,English,Spanish
1307,2025-08-18T19:16:00,JP,organic,English,German
1308,2025-08-18T04:27:00,de,referral,English,Italian
1309,2025-08-18T20:01:00,us,app_store,English,German
1310,2025-08-18T06:34:00,MX,referral,English,English
1311,2025-08-18T06:30:00,ES,social,English,Italian
1312,2025-08-18T12:19:00,GB,referral,English,Japanese
1313,2025-08-18T00:45:00,UK,paid_search,English,English
1314,2025-08-18T19:42:00,de,organic,English,English
1315,2025-08-18T12:24:00, US,organic,English,English
1316,2025-08-18T16:58:00,BR,organic,English,Spanish
1317,2025-08-18T18:07:00,JP,referral,English,English
1318,2025-08-18T21:54:00,de,app_store,English,French
1319,2025-08-18T14:11:00,MX,organic,English,Spanish
1320,2025-08-18T01:45:00,de,referral,English,German
1321,2025-08-18T04:26:00,ES,paid_search,English,English
1322,2025-08-18T07:41:00,br,social,English,German
1323,2025-08-19T23:19:00,DE,organic,English,French
1324,2025-08-19T09:33:00,DE,app_store,English,German
1325,2025-08-19T15:01:00,us,social,English,French
1326,2025-08-19T18:49:00,PL,social,English,Spanish
1327,2025-08-19T22:48:00,ES,referral,English,Italian
1328,2025-08-19T09:35:00,UK,paid_search,English,Spanish
1329,2025-08-19T16:03:00,JP,organic,English,English
1330,2025-08-19T07:03:00,BR,referral,English,Italian
1331,2025-08-19T22:56:00,PL,app_store,English,French
1332,2025-08-19T21:28:00,US,organic,English,English
1333,2025-08-19T00:57:00,PL,paid_search,English,Japanese
1334,2025-08-19T21:07:00,IN,organic,English,Italian
1335,2025-08-19T02:14:00,br,app_store,English,Italian
1336,2025-08-19T18:27:00,MX,paid_search,English,English
1337,2025-08-19T19:33:00,ES,organic,English,French
1338,2025-08-19T15:35:00,JP,referral,English,Spanish
1339,2025-08-19T16:51:00,Pl,organic,English,Italian
1340,2025-08-19T15:44:00,ES,organic,English,Italian
1341,2025-08-19T22:39:00,br,social,English,English
1342,2025-08-20T02:23:00,BR,paid_search,English,German
1343,2025-08-20T17:25:00,DE,organic,English,French
1344,2025-08-20T12:05:00,ES,paid_search,English,Spanish
1345,2025-08-20T04:25:00,Pl,organic,English,Italian
1346,2025-08-20T05:01:00,IN,paid_search,English,Italian
1347,2025-08-20T07:13:00,FR,paid_search,English,Spanish
1348,2025-08-20T12:54:00,IN,organic,English,Japanese
1349,2025-08-20T19:43:00,DE,organic,English,Japanese
1350,2025-08-20T18:15:00,de,social,English,Spanish
1351,2025-08-20T13:26:00,FR,organic,English,German
1352,2025-08-20T08:09:00,UK,social,English,Italian
1353,2025-08-20T17:30:00,GB,organic,English,Italian
1354,2025-08-20T21:35:00,ES,app_store,English,German
1355,2025-08-20T08:52:00,FR,organic,English,German
1356,2025-08-20T15:03:00,FR,social,English,French
1357,2025-08-20T15:15:00,de,paid_search,English,Italian
1358,2025-08-20T00:17:00,MX,paid_search,English,Spanish
1359,2025-08-20T07:38:00,PL,social,English,French
1360,2025-08-20T08:35:00,PL,organic,English,German
1361,2025-08-21T03:08:00,BR,organic,English,English
1362,2025-08-21T19:54:00,FR,referral,English,Spanish
1363,2025-08-21T17:34:00,FR,paid_search,English,Italian
1364,2025-08-21T09:14:00,IN,organic,English,German
1365,2025-08-21T10:02:00,FR,organic,English,Spanish
1366,2025-08-21T16:54:00,IN,organic,English,English
1367,2025-08-21T16:22:00,ES,paid_search,English,French
1368,2025-08-21T17:01:00,BR,app_store,English,English
1369,2025-08-21T15:53:00,JP,paid_search,English,Japanese
1370,2025-08-21T08:40:00,PL,paid_search,English,French
1371,2025-08-21T16:49:00, US,paid_search,English,German
1372,2025-08-21T07:12:00,FR,organic,English,English
1373,2025-08-21T03:35:00,IN,social,English,Spanish
1374,2025-08-21T23:53:00,MX,app_store,English,French
1375,2025-08-21T06:01:00,MX,organic,English,Japanese
1376,2025-08-21T11:06:00,MX,paid_search,English,Japanese
1377,2025-08-21T05:38:00,IN,app_store,English,Italian
1378,2025-08-21T11:53:00,ES,social,English,Japanese
1379,2025-08-21T05:23:00,UK,organic,English,French
1380,2025-08-22T04:06:00,UK,paid_search,English,French
1381,2025-08-22T12:52:00,MX,app_store,English,English
1382,2025-08-22T02:00:00,GB,organic,English,English
1383,2025-08-22T00:29:00,ES,referral,English,Spanish
1384,2025-08-22T10:01:00,UK,social,English,German
1385,2025-08-22T11:00:00,GB,organic,English,Italian
1386,2025-08-22T20:11:00,ES,social,English,Spanish
1387,2025-08-22T18:35:00,FR,paid_search,English,English
1388,2025-08-22T23:07:00,IN,organic,English,French
1389,2025-08-22T15:25:00,FR,organic,English,Japanese
1390,2025-08-22T23:14:00,UK,paid_search,English,Spanish
1391,2025-08-22T18:55:00,MX,social,English,English
1392,2025-08-22T13:02:00, US,social,English,English
1393,2025-08-22T23:33:00,Pl,organic,English,Italian
1394,2025-08-22T15:51:00,JP,paid_search,English,German
1395,2025-08-22T02:01:00,de,referral,English,Italian
1396,2025-08-22T02:21:00,de,organic,English,Spanish
1397,2025-08-22T23:41:00,ES,organic,English,German
1398,2025-08-22T06:42:00,br,organic,English,Spanish
1399,2025-08-23T11:17:00,GB,social,English,Spanish
1400,2025-08-23T00:28:00,Pl,organic,English,Spanish
1401,2025-08-23T20:46:00,UK,organic,English,Italian
1402,2025-08-23T16:38:00,FR,organic,English,English
1403,2025-08-23T06:52:00, US,organic,English,Japanese
1404,2025-08-23T23:45:00,JP,organic,English,Japanese
1405,2025-08-23T22:34:00,br,referral,English,French
1406,2025-08-23T03:42:00,IN,referral,English,German
1407,2025-08-23T04:18:00,IN,organic,English,Italian
1408,2025-08-23T11:35:00,IN,social,English,Spanish
1409,2025-08-23T18:56:00,JP,app_store,English,English
1410,2025-08-23T16:32:00,JP,paid_search,English,Italian
1411,2025-08-23T21:04:00,ES,referral,English,Japanese
1412,2025-08-23T05:52:00,IN,social,English,German
1413,2025-08-23T04:24:00,US,app_store,English,English
1414,2025-08-23T05:10:00,ES,organic,English,Spanish
1415,2025-08-23T10:37:00,FR,app_store,English,Japanese
1416,2025-08-23T08:39:00,MX,social,English,Italian
1417,2025-08-23T22:51:00,FR,organic,English,Italian
1418,2025-08-23T02:58:00,DE,organic,English,English
